year,date_start,date_end,question,tag,question_number,category,sub_sample,response,percent,unweighted n,number_respondents,m_o_e,poll,Comments
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,black,not sure,38,142,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,hispanic,good job,18,108,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,hispanic,poor job,56,108,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,hispanic,not sure,26,108,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,other,good job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,other,poor job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,other,not sure,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,18-29,good job,19,104,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,18-29,poor job,38,104,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,18-29,not sure,43,104,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,30-44,good job,19,286,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,30-44,poor job,45,286,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,30-44,not sure,36,286,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,45-64,good job,20,417,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,45-64,poor job,53,417,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,45-64,not sure,27,417,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,65+,good job,13,188,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,65+,poor job,63,188,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,age,65+,not sure,24,188,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,under $50K,good job,24,361,1000,4.6,Economist/YouGov,subsample should be $40K and not 50K
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,under $50K,poor job,43,361,1000,4.6,Economist/YouGov,subsample should be $40K and not 50K
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,under $50K,not sure,32,361,1000,4.6,Economist/YouGov,subsample should be $40K and not 50K
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,$50-100K,good job,17,376,1000,4.6,Economist/YouGov,subsample should be 50K-100 and not 40-100K
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,$50-100K,poor job,50,376,1000,4.6,Economist/YouGov,subsample should be 50K-100 and not 40-100K
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,$50-100K,not sure,33,376,1000,4.6,Economist/YouGov,subsample should be 50K-100 and not 40-100K
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,$100K+,good job,9,82,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,$100K+,poor job,63,82,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,income,$100K+,not sure,27,82,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,northeast,good job,15,154,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,northeast,poor job,47,154,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,northeast,not sure,37,154,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,midwest,good job,20,208,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,midwest,poor job,48,208,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,midwest,not sure,31,208,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,south,good job,20,370,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,south,poor job,46,370,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,south,not sure,28,370,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,west,good job,16,263,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,west,poor job,55,263,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,region,west,not sure,29,263,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,registered,registered voter,good job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,registered,registered voter,poor job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,registered,registered voter,not sure,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,2020 vote,clinton,good job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,2020 vote,clinton,poor job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,2020 vote,clinton,not sure,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,2020 vote,trump,good job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,2020 vote,trump,poor job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,2020 vote,trump,not sure,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,democrat,good job,29,389,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,democrat,poor job,32,389,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,democrat,not sure,39,389,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,republican,good job,9,234,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,republican,poor job,64,234,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,republican,not sure,27,234,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,independent,good job,14,339,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,independent,poor job,59,339,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,party id,independent,not sure,27,339,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,liberal,good job,30,245,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,liberal,poor job,37,245,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,liberal,not sure,33,245,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,moderate,good job,21,371,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,moderate,poor job,47,371,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,moderate,not sure,33,371,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,conservative,good job,9,339,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,conservative,poor job,66,339,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,ideology,conservative,not sure,25,339,1000,4.6,Economist/YouGov,
2022,2/27/2021,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,total,total,good job,19,1493,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,total,total,poor job,51,1493,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,total,total,not sure,30,1493,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,gender,male,good job,22,683,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,gender,male,poor job,56,683,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,gender,male,not sure,30,683,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,gender,female,good job,17,810,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,gender,female,poor job,46,810,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,gender,female,not sure,36,810,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white men no degree,good job,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white men no degree,poor job,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white men no degree,not sure,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white men college grad,good job,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white men college grad,poor job,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white men college grad,not sure,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white women no degree,good job,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white women no degree,poor job,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white women no degree,not sure,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white women college grad,good job,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white women college grad,poor job,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race/gender/education,white women college grad,not sure,,,,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,white,good job,19,993,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,white,poor job,55,993,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,white,not sure,26,993,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,black,good job,22,217,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,black,poor job,33,217,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,black,not sure,46,217,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,hispanic,good job,21,139,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,hispanic,poor job,44,139,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,hispanic,not sure,35,139,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,other,good job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,other,poor job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,race,other,not sure,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,18-29,good job,31,258,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,18-29,poor job,38,258,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,18-29,not sure,31,258,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,30-44,good job,22,356,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,30-44,poor job,41,356,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,30-44,not sure,37,356,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,45-64,good job,14,543,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,45-64,poor job,56,543,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,45-64,not sure,31,543,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,65+,good job,13,336,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,65+,poor job,68,336,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,age,65+,not sure,19,336,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,under $50K,good job,18,597,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,under $50K,poor job,47,597,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,under $50K,not sure,35,597,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,$50-100K,good job,23,426,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,$50-100K,poor job,52,426,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,$50-100K,not sure,25,426,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,$100K+,good job,22,304,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,$100K+,poor job,58,304,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,income,$100K+,not sure,20,304,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,northeast,good job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,northeast,poor job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,northeast,not sure,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,midwest,good job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,midwest,poor job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,midwest,not sure,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,south,good job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,south,poor job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,south,not sure,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,west,good job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,west,poor job,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,region,west,not sure,,,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,registered,registered voter,good job,19,1336,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,registered,registered voter,poor job,55,1336,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,registered,registered voter,not sure,26,1336,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,2020 vote,biden,good job,37,618,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,2020 vote,biden,poor job,28,618,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,2020 vote,biden,not sure,36,618,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,2020 vote,trump,good job,9,512,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,2020 vote,trump,poor job,77,512,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,2020 vote,trump,not sure,14,512,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,democrat,good job,34,552,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,democrat,poor job,35,552,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,democrat,not sure,11,552,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,republican,good job,13,410,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,republican,poor job,66,410,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,republican,not sure,21,410,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,independent,good job,11,531,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,independent,poor job,54,531,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,party id,independent,not sure,35,531,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,liberal,good job,28,421,1500,3.2,Economist/YouGov,
